Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Permalink,Rep Label,File Label
Sidetrack Theatre Collection,81284603340002171,99245209230602171,Woman Enmore Inventory,No,http://hdl.handle.net/1959.14/97413,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209230602171,Woman Enmore Inventory,Other (10)
Sidetrack Theatre Collection,81284603340002171,99245209230702171,Adios Cha Cha 10,No,http://hdl.handle.net/1959.14/12667,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209230702171,Adios Cha Cha 10,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209230802171,Whispers Teachers Kit,No,http://hdl.handle.net/1959.14/95271,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209230802171,Whispers Teachers Kit,Teachers Kit
Sidetrack Theatre Collection,81284603340002171,99245209230902171,Adios Cha Cha 15,No,http://hdl.handle.net/1959.14/15457,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209230902171,Adios Cha Cha 15,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231002171,DownUnder Script,No,http://hdl.handle.net/1959.14/93410,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231002171,DownUnder Script,Script
Sidetrack Theatre Collection,81284603340002171,99245209231102171,Measure Photo 2,No,http://hdl.handle.net/1959.14/96080,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231102171,Measure Photo 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231202171,Heaven Slide 4,No,http://hdl.handle.net/1959.14/94757,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231202171,Heaven Slide 4,JPEG 2000 Image (34)
Sidetrack Theatre Collection,81284603340002171,99245209231302171,Woman StudioFlyer,No,http://hdl.handle.net/1959.14/97518,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231302171,Woman StudioFlyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209231402171,Mesh 1982 Tour 1,No,http://hdl.handle.net/1959.14/94037,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231402171,Mesh 1982 Tour 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231502171,Woman Photo 12,No,http://hdl.handle.net/1959.14/97617,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231502171,Woman Photo 12,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231602171,DownUnder Synopsis,No,http://hdl.handle.net/1959.14/93416,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231602171,DownUnder Synopsis,Text (1)
Sidetrack Theatre Collection,81284603340002171,99245209231702171,KIN Photo 4,No,http://hdl.handle.net/1959.14/95409,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231702171,KIN Photo 4,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231802171,Mesh 1980 5,No,http://hdl.handle.net/1959.14/94009,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231802171,Mesh 1980 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209231902171,Adios Cha Cha 18,No,http://hdl.handle.net/1959.14/15483,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209231902171,Adios Cha Cha 18,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232002171,Heaven PICA Invite,No,http://hdl.handle.net/1959.14/99805,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232002171,Heaven PICA Invite,Other
Sidetrack Theatre Collection,81284603340002171,99245209232102171,Sawung Photo 1,No,http://hdl.handle.net/1959.14/96430,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232102171,Sawung Photo 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232202171,Adios Cha Cha 1,No,http://hdl.handle.net/1959.14/7648,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232202171,Adios Cha Cha 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232302171,Woman Enmore Lighting Plan,No,http://hdl.handle.net/1959.14/97419,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232302171,Woman Enmore Lighting Plan,Other
Sidetrack Theatre Collection,81284603340002171,99245209232402171,Heaven Slide 12,No,http://hdl.handle.net/1959.14/94828,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232402171,Heaven Slide 12,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232502171,KIN Photo 14,No,http://hdl.handle.net/1959.14/95483,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232502171,KIN Photo 14,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232602171,DownUnder 5,No,http://hdl.handle.net/1959.14/93444,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232602171,DownUnder 5,JPEG 2000 Image (33)
Sidetrack Theatre Collection,81284603340002171,99245209232702171,KIN Photo 10,No,http://hdl.handle.net/1959.14/95448,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232702171,KIN Photo 10,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209232802171,Whispers Photo 1,No,http://hdl.handle.net/1959.14/95283,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232802171,Whispers Photo 1,JPEG 2000 Image (32)
Sidetrack Theatre Collection,81284603340002171,99245209232902171,KIN Photo 8,No,http://hdl.handle.net/1959.14/95436,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209232902171,KIN Photo 8,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209233002171,Out From Under Flyer,No,http://hdl.handle.net/1959.14/94428,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233002171,Out From Under Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209233102171,Heaven 1,No,http://hdl.handle.net/1959.14/100415,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233102171,Heaven 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209233202171,Whispers Flyer,No,http://hdl.handle.net/1959.14/95208,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233202171,Whispers Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209233302171,Woman Photo 23,No,http://hdl.handle.net/1959.14/97710,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233302171,Woman Photo 23,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209233402171,Adios Cha Cha 17,No,http://hdl.handle.net/1959.14/15473,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233402171,Adios Cha Cha 17,JPEG 2000 Image (31)
Sidetrack Theatre Collection,81284603340002171,99245209233502171,KIN Script,No,http://hdl.handle.net/1959.14/94940,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233502171,KIN Script,Script
Sidetrack Theatre Collection,81284603340002171,99245209233602171,Heaven Slide 19,No,http://hdl.handle.net/1959.14/94861,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233602171,Heaven Slide 19,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209233702171,Heaven_PerthProgram,No,http://hdl.handle.net/1959.14/100356,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233702171,Heaven_PerthProgram,Other
Sidetrack Theatre Collection,81284603340002171,99245209233802171,DownUnder 7,No,http://hdl.handle.net/1959.14/93461,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233802171,DownUnder 7,JPEG 2000 Image (30)
Sidetrack Theatre Collection,81284603340002171,99245209233902171,Adios Cha Cha 14,No,http://hdl.handle.net/1959.14/15447,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209233902171,Adios Cha Cha 14,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209234002171,Whispers Photo 2,No,http://hdl.handle.net/1959.14/95290,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234002171,Whispers Photo 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209234102171,KIN Photo 12,No,http://hdl.handle.net/1959.14/95454,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234102171,KIN Photo 12,JPEG 2000 Image (29)
Sidetrack Theatre Collection,81284603340002171,99245209234202171,Adios Cha Cha 3,No,http://hdl.handle.net/1959.14/12605,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234202171,Adios Cha Cha 3,JPEG 2000 Image (28)
Sidetrack Theatre Collection,81284603340002171,99245209234302171,Idol Press Summary,No,http://hdl.handle.net/1959.14/94444,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234302171,Idol Press Summary,Other (9)
Sidetrack Theatre Collection,81284603340002171,99245209234402171,KIN Invitation,No,http://hdl.handle.net/1959.14/94896,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234402171,KIN Invitation,Other
Sidetrack Theatre Collection,81284603340002171,99245209234502171,Sawung Diagram 1,No,http://hdl.handle.net/1959.14/96372,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234502171,Sawung Diagram 1,Other
Sidetrack Theatre Collection,81284603340002171,99245209234602171,Measure Slide 9,No,http://hdl.handle.net/1959.14/96229,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234602171,Measure Slide 9,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209234702171,Heaven Slide 5,No,http://hdl.handle.net/1959.14/94774,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234702171,Heaven Slide 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209234802171,Woman Photo 5,No,http://hdl.handle.net/1959.14/97565,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234802171,Woman Photo 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209234902171,Whispers Photo 4,No,http://hdl.handle.net/1959.14/95293,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209234902171,Whispers Photo 4,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235002171,Woman Photo 18,No,http://hdl.handle.net/1959.14/97665,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235002171,Woman Photo 18,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235102171,Mesh 1980 8,No,http://hdl.handle.net/1959.14/94030,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235102171,Mesh 1980 8,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235202171,Whispers Program,No,http://hdl.handle.net/1959.14/95246,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235202171,Whispers Program,Program
Sidetrack Theatre Collection,81284603340002171,99245209235302171,FXDownUnder Photo 1,No,http://hdl.handle.net/1959.14/93715,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235302171,FXDownUnder Photo 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235402171,Drunken Sydney Flyer,No,http://hdl.handle.net/1959.14/95837,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235402171,Drunken Sydney Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209235502171,Mesh 1980 3,No,http://hdl.handle.net/1959.14/94003,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235502171,Mesh 1980 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235602171,KIN Photo 3,No,http://hdl.handle.net/1959.14/95406,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235602171,KIN Photo 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235702171,Idol Tech Requirements,No,http://hdl.handle.net/1959.14/94524,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235702171,Idol Tech Requirements,Text
Sidetrack Theatre Collection,81284603340002171,99245209235802171,Measure Slide 19,No,http://hdl.handle.net/1959.14/96291,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235802171,Measure Slide 19,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209235902171,Adios Cha Cha 16,No,http://hdl.handle.net/1959.14/15467,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209235902171,Adios Cha Cha 16,JPEG 2000 Image (27)
Sidetrack Theatre Collection,81284603340002171,99245209236002171,Out From Under 5,No,http://hdl.handle.net/1959.14/94593,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236002171,Out From Under 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236102171,Adios Cha Cha News Bulletin blank template,No,http://hdl.handle.net/1959.14/15634,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236102171,Adios Cha Cha News Bulletin blank template,News bulletin template
Sidetrack Theatre Collection,81284603340002171,99245209236202171,Sawung Photo 7,No,http://hdl.handle.net/1959.14/96465,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236202171,Sawung Photo 7,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236302171,Measure Slide 3,No,http://hdl.handle.net/1959.14/96182,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236302171,Measure Slide 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236402171,Measure Photo 4,No,http://hdl.handle.net/1959.14/96106,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236402171,Measure Photo 4,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236502171,KIN Photo 7,No,http://hdl.handle.net/1959.14/95433,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236502171,KIN Photo 7,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236602171,Mesh 1980 2,No,http://hdl.handle.net/1959.14/93988,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236602171,Mesh 1980 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209236702171,Loco Booking Sheet,No,http://hdl.handle.net/1959.14/93745,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236702171,Loco Booking Sheet,Other (8)
Sidetrack Theatre Collection,81284603340002171,99245209236802171,Mesh SupportPack,No,http://hdl.handle.net/1959.14/93982,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236802171,Mesh SupportPack,Other
Sidetrack Theatre Collection,81284603340002171,99245209236902171,DownUnder Booking Info Sheet,No,http://hdl.handle.net/1959.14/48660,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209236902171,DownUnder Booking Info Sheet,Image
Sidetrack Theatre Collection,81284603340002171,99245209237002171,Whispers Script Fragments,No,http://hdl.handle.net/1959.14/95249,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237002171,Whispers Script Fragments,Script Fragment
Sidetrack Theatre Collection,81284603340002171,99245209237102171,Woman Photo 20,No,http://hdl.handle.net/1959.14/97674,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237102171,Woman Photo 20,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209237202171,Idol 2,No,http://hdl.handle.net/1959.14/94530,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237202171,Idol 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209237302171,Woman TeachersKit,No,http://hdl.handle.net/1959.14/97524,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237302171,Woman TeachersKit,Teachers Kit
Sidetrack Theatre Collection,81284603340002171,99245209237402171,Measure Slide 20,No,http://hdl.handle.net/1959.14/96325,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237402171,Measure Slide 20,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209237502171,Loco 9,No,http://hdl.handle.net/1959.14/93846,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237502171,Loco 9,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209237602171,Adios Cha Cha 9,No,http://hdl.handle.net/1959.14/12658,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237602171,Adios Cha Cha 9,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209237702171,Mesh Northern Tour Poster1982,No,http://hdl.handle.net/1959.14/93954,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237702171,Mesh Northern Tour Poster1982,Other
Sidetrack Theatre Collection,81284603340002171,99245209237802171,Woman Photo 14,No,http://hdl.handle.net/1959.14/97640,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209237802171,Woman Photo 14,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209238002171,KIN Photo 5,No,http://hdl.handle.net/1959.14/95412,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238002171,KIN Photo 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209238102171,Mesh 1982 Tour 2,No,http://hdl.handle.net/1959.14/94040,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238102171,Mesh 1982 Tour 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209238202171,Sawung Story,No,http://hdl.handle.net/1959.14/96427,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238202171,Sawung Story,Text
Sidetrack Theatre Collection,81284603340002171,99245209238402171,Sawung Diagram 2,No,http://hdl.handle.net/1959.14/96375,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238402171,Sawung Diagram 2,Other
Sidetrack Theatre Collection,81284603340002171,99245209238502171,Measure Slide 22,No,http://hdl.handle.net/1959.14/96331,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238502171,Measure Slide 22,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209238602171,KIN Photo 6,No,http://hdl.handle.net/1959.14/95415,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238602171,KIN Photo 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209238802171,DownUnder 9,No,http://hdl.handle.net/1959.14/93470,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238802171,DownUnder 9,JPEG 2000 Image (26)
Sidetrack Theatre Collection,81284603340002171,99245209238902171,KIN Photo 9,No,http://hdl.handle.net/1959.14/95439,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209238902171,KIN Photo 9,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209239102171,KIN Side Issue 1,No,http://hdl.handle.net/1959.14/94949,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239102171,KIN Side Issue 1,Other
Sidetrack Theatre Collection,81284603340002171,99245209239202171,Mesh Northern Tour Schedule 1982,No,http://hdl.handle.net/1959.14/93951,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239202171,Mesh Northern Tour Schedule 1982,Other
Sidetrack Theatre Collection,81284603340002171,99245209239302171,Adios Cha Cha,No,http://hdl.handle.net/1959.14/15502,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239302171,Adios Cha Cha,Author version
Sidetrack Theatre Collection,81284603340002171,99245209239502171,Mesh 1982 Tour 6,No,http://hdl.handle.net/1959.14/94280,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239502171,Mesh 1982 Tour 6,JPEG 2000 Image (25)
Sidetrack Theatre Collection,81284603340002171,99245209239602171,Heaven 4,No,http://hdl.handle.net/1959.14/100427,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239602171,Heaven 4,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209239702171,Heaven Slide 8,No,http://hdl.handle.net/1959.14/94801,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239702171,Heaven Slide 8,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209239802171,Measure Photo 1,No,http://hdl.handle.net/1959.14/96074,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239802171,Measure Photo 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209239902171,Measure Slide 26,No,http://hdl.handle.net/1959.14/96362,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209239902171,Measure Slide 26,JPEG 2000 Image (24)
Sidetrack Theatre Collection,81284603340002171,99245209240002171,Heaven Slide 7,No,http://hdl.handle.net/1959.14/94784,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209240002171,Heaven Slide 7,JPEG 2000 Image (23)
Sidetrack Theatre Collection,81284603340002171,99245209240102171,Measure Slide 18,No,http://hdl.handle.net/1959.14/96285,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209240102171,Measure Slide 18,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209240202171,Drunken Bios,No,http://hdl.handle.net/1959.14/95758,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209240202171,Drunken Bios,Text
Sidetrack Theatre Collection,81284603340002171,99245209319302171,Measure Photo 8,No,http://hdl.handle.net/1959.14/96139,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319302171,Measure Photo 8,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209319402171,Measure Flyer,No,http://hdl.handle.net/1959.14/96032,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319402171,Measure Flyer,Flyer (7)
Sidetrack Theatre Collection,81284603340002171,99245209319502171,BookKeeper_Release,No,http://hdl.handle.net/1959.14/100398,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319502171,BookKeeper_Release,Other
Sidetrack Theatre Collection,81284603340002171,99245209319602171,Whispers Review 2,No,http://hdl.handle.net/1959.14/95243,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319602171,Whispers Review 2,Article (1)
Sidetrack Theatre Collection,81284603340002171,99245209319702171,Measure Photo 5,No,http://hdl.handle.net/1959.14/96112,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319702171,Measure Photo 5,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209319802171,Sawung Diagram 4,No,http://hdl.handle.net/1959.14/96399,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319802171,Sawung Diagram 4,Other
Sidetrack Theatre Collection,81284603340002171,99245209319902171,Idol Alternate Credits,No,http://hdl.handle.net/1959.14/94434,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209319902171,Idol Alternate Credits,Other
Sidetrack Theatre Collection,81284603340002171,99245209320002171,KIN Review 6,No,http://hdl.handle.net/1959.14/94934,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320002171,KIN Review 6,Review
Sidetrack Theatre Collection,81284603340002171,99245209320102171,Heaven 8,No,http://hdl.handle.net/1959.14/100365,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320102171,Heaven 8,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209320202171,KIN Poster,No,http://hdl.handle.net/1959.14/94899,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320202171,KIN Poster,Other
Sidetrack Theatre Collection,81284603340002171,99245209320302171,Woman Photo 17,No,http://hdl.handle.net/1959.14/97662,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320302171,Woman Photo 17,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209320402171,Pessoptimist Review 3,No,http://hdl.handle.net/1959.14/97363,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320402171,Pessoptimist Review 3,Pessoptimist_Review3.eps
Sidetrack Theatre Collection,81284603340002171,99245209320602171,Drunken Sydney Program,No,http://hdl.handle.net/1959.14/95840,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320602171,Drunken Sydney Program,Other
Sidetrack Theatre Collection,81284603340002171,99245209320702171,Drunken Sidetrack Statement,No,http://hdl.handle.net/1959.14/95819,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320702171,Drunken Sidetrack Statement,Text
Sidetrack Theatre Collection,81284603340002171,99245209320802171,Whispers Invitation,No,http://hdl.handle.net/1959.14/95214,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320802171,Whispers Invitation,Invitation
Sidetrack Theatre Collection,81284603340002171,99245209320902171,Drunken Article,No,http://hdl.handle.net/1959.14/95743,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320902171,Drunken Article,Review (14)
Sidetrack Theatre Collection,81284603340002171,99245209321002171,Measure Slide 12,No,http://hdl.handle.net/1959.14/96238,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321002171,Measure Slide 12,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209321202171,KIN Teachers Kit,No,http://hdl.handle.net/1959.14/94973,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321202171,KIN Teachers Kit,Teachers Kit
Sidetrack Theatre Collection,81284603340002171,99245209321302171,Measure Technical,No,http://hdl.handle.net/1959.14/96071,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321302171,Measure Technical,Other
